id,filename,line_number,organization_name,city_state,organization_type,position_held,from_date,to_date,staffer_id,organization_id,organization_slug,pfd_endnote
"1654","1324","1","Cambio Consulting Group LLC","Dumfries, Virginia","Corporation","CEO","2012-03-16","2015-03-16","1342","1676","cambio-consulting-group-llc",""
"1655","1324","2","Pentagon Federal Credit Union","McLean, Virginia","Non-Profit","Director","2004-05-16","2016-05-16","1342","4440","pentagon-federal-credit-union",""
"1656","1324","3","Penfed Foundation","McLean, Virginia","Non-Profit","Director","2011-05-16","2016-05-16","1342","6272","penfed-foundation",""
"1657","1324","4","National Academy of Public Administration","Washington, District of Columbia","Non-Profit","Fellow (member)","2012-09-16","","1342","4516","national-academy-of-public-administration",""
"1658","1324","5","George Washington Univ. Center for Excellence in Public Leadership","Washington, District of Columbia","University/Colle ge","Senior Fellow","2015-06-16","","1342","216","george-washington-university",""
"1659","1325","1","County of Putnam","Carmel, New York","Local County Government","Deputy County Executive","2011-11-15","","1343","1677","county-of-putnam",""
"1660","1325","2","Modern Energy Insights, Inc.","Holmes, New York","Corporation","President","2011-04-16","","1343","1678","modern-energy-insights-inc",""
"1661","1325","3","Hudson Valley Infragard","Ossining, New York","Non-Profit","Member, Board of Directors (uncompensate d)","2016-09-16","","1343","6273","hudson-valley-infragard",""
"1663","1325","5","Advanced Resilient Technologies, Inc",", Outside U.S.","Corporation","Consultant (uncompensate d)","2016-09-16","","1343","6275","advanced-resilient-technologies-inc",""
"1664","1326","1","Atkins Energy, Inc. (a subsidiary of SNC- Lavalin)","Columbia, South Carolina","Corporation","Decommissioni ng Manager","2017-06-16","","1344","1681","atkins-energy-inc-a-subsidiary-of-snc-lavalin",""
"1665","1326","2","Bastet Technical Services, LLC (environmental management consulting)","Denver, Colorado","Corporation","CEO","2005-01-16","","1344","1683","bastet-technical-services-llc",""
"1666","1326","3","Wolverine Nuclear Services, LLC (environmental management consulting)","Annapolis, Maryland","Corporation","CEO","2015-02-15","","1344","1688","wolverine-nuclear-services-llc",""
"1667","1326","4","Imelda Properties, LLC","Marquette, Michigan","Corporation","Member","2014-03-16","","1344","6276","imelda-properties-llc",""
"1669","1327","2","Toxicology Excellence for Risk Assessment","Cincinnati, Ohio","Non-Profit","President","1995-02-15","2015-07-16","1345","1691","toxicology-excellence-for-risk-assessment",""
"1670","1327","3","North American Flame Retardant Alliance","Washington DC, District of Columbia","Non-Profit","Member, Science Advisory Council","2012-04-16","2017-06-16","1345","1692","north-american-flame-retardant-alliance",""
"1671","1327","4","Toxicology Education Foundation","District of Columbia, District of Columbia","Non-Profit","President","2016-05-16","","1345","6277","toxicology-education-foundation",""
"1673","1327","6","Toxicology Forum","Reston, Virginia","Non-Profit","Secretary","2016-09-16","2017-06-16","1345","6279","toxicology-forum",""
"1674","1328","1","American Institutes for Research","Washington, District of Columbia","Non-Profit","Vice President and Institute Fellow","2008-10-16","","1346","1693","american-institutes-for-research",""
"1675","1328","2","American Enterprise Institute","Washington, District of Columbia","Non-Profit","Visiting Scholar","2008-10-16","","1346","1256","american-enterprise-institute",""
"1676","1328","3","College Measures","Washington, District of Columbia","Corporation","President","2010-10-16","","1346","6280","college-measures",""
"1677","1328","4","Nexus Research and Policy Center","San Francisco, California","Non-Profit","Researcher","2009-01-16","","1346","1697","nexus-research-and-policy-center",""
"1678","1328","5","XPRIZE","Culver City, California","Non-Profit","Member of XPRIZE Jury on Adult Literacy","2015-05-16","","1346","6281","xprize",""
"1680","1328","7","Time Inc.","New York, New York","Corporation","Individual Independent Consultant","2016-03-16","2016-10-16","1346","1695","time-inc","Dates are estimated."
"1681","1328","8","Monroe College","New York, New York","University/Colle ge","Individual Independent Consultant","2016-04-16","2016-10-16","1346","1696","monroe-college","Dates are estimated."
"1682","1329","1","The Independence Project","Atlanta, Georgia","Non-Profit","Co-Founder","2015-01-16","","1347","6282","the-independence-project",""
"1683","1330","1","Wisconsin Department of Justice","Madison, Wisconsin","State Government","Unit Director, Assistant Attorney General","2016-05-16","","1348","1699","wisconsin-department-of-justice",""
"1684","1330","2","Wyoming Attorney General's Office","Cheyenne, Wyoming","State Government","Senior Assistant Attorney General","2014-08-16","2016-05-16","1348","1700","wyoming-attorney-general-s-office",""
"1685","1331","1","Nuclear Energy Institute","Washington, District of Columbia","Non-Profit","Director Federal Programs","2014-08-16","","1349","1701","nuclear-energy-institute",""
"1686","1331","2","Revocable Family Trust","McLean, Virginia","Trust","Trustee","2013-01-16","","1349","6283","revocable-family-trust_hide-b14e97ef-34a7-4c3f-879d-ab64c9de40a0",""
"1688","1332","2","Hunton & Williams LLP","Washington, District of Columbia","Law Firm","Partner","2006-03-16","2016-04-16","1350","829","hunton-williams-llp",""
"1689","1332","3","Congressional Chorus & American Youth Chorus (uncompensated)","Washington, District of Columbia","Non-Profit","Board of Directors, Member-At- Large","2013-09-16","2017-06-16","1350","6284","congressional-chorus-american-youth-chorus-uncompensated",""
"1738","1345","2","Family Living Trust","Alexandria, Virginia","Trust","Trustee","2013-05-16","","1363","6285","family-living-trust",""
"3849","680","214","KC3 - 104 East 7th Street, LLC","New York, New York","Limited Liability Company","Vice President","2015-03-16","2017-01-16","693","7449","kc3-104-east-7th-street-llc",""
"3855","680","220","KC3 - 354-356 State Street, LLC","New York, New York","Limited Liability Company","Vice President","2015-03-16","2017-01-16","693","7455","kc3-354-356-state-street-llc",""
"1691","1332","5","Electric Markets Research Foundation (uncompensated)","Washington, District of Columbia","Non-Profit","Member of the Board of Directors","2012-11-15","2016-04-16","1350","6287","electric-markets-research-foundation-uncompensated",""
"1692","1334","1","Bowling Green State University Foundation","Bowling Green, Ohio","foundation","Director","2016-02-15","","1352","6288","bowling-green-state-university-foundation",""
"1694","1335","2","Dallas CASA","Dallas, Texas","Non-Profit","Member of Board of Directors","2014-05-16","2015-05-16","1353","6289","dallas-casa",""
"1695","1335","3","J.C.Penney Company, Inc.","Plano, Texas","Corporation","Executive Vice President, General Counsel and Corporate Secretary","2009-02-15","2015-03-16","1353","1707","j-c-penney-company-inc",""
"1696","1335","4","Retail Litigation Center","Arlington, Virginia","501(c)(6) membership association","Past Chairman of the Board","2010-02-15","2015-03-16","1353","1532","retail-litigation-center",""
"1698","1335","6","UCLA Law Women LEAD","Los Angeles, California","University/Colle ge","Board Member","2014-09-16","","1353","6291","ucla-law-women-lead",""
"1699","1337","1","Council of Chief State School Officers","Washington, D.C., District of Columbia","Non-Profit","Director, Special Education Outcomes","2015-05-16","","1355","1708","council-of-chief-state-school-officers",""
"1700","1337","2","Kentucky Department of Education","Frankfort, Kentucky","State Government","Director, Division of Learning Services","2008-11-15","2015-04-16","1355","6292","kentucky-department-of-education",""
"1701","1337","3","National Association of State Directors of Special Education","Alexandria, Virginia","Non-Profit","Secretary- Treasurer, Board of Directors","2014-10-16","2015-04-16","1355","6293","national-association-of-state-directors-of-special-education",""
"1702","1338","1","Smith Land Service Co.","Atlantic, Iowa","S-Corporation","President","1982-08-16","","1356","1710","smith-land-service-co",""
"1703","1338","2","Smith Generation Farms, Inc.","Atlantic, Iowa","C- Corporation","President","1982-04-15","","1356","6294","smith-generation-farms-inc",""
"1704","1338","3","S&K Land Co.","Atlantic, Iowa","Limited Liability Company","Member Manager","2003-12-16","2016-12-16","1356","1711","s-k-land-co",""
"1705","1339","1","Michigan House of Representatives","Lansing, Michigan","State Government","State Representative","2013-01-16","","1357","1712","michigan-house-of-representatives",""
"1706","1339","2","Family Revocable Trust #1","Saginaw, Michigan","Trust","Trustee","2011-11-15","","1357","6295","family-revocable-trust-1_hide-69c69032-08f3-488a-86f0-8cba726c776f",""
"1708","1340","2","Young Marines","Washington, District of Columbia","Non-Profit","Board of Directors","2016-05-16","","1358","6297","young-marines",""
"1709","1340","3","Naval War College Foundation","Newport, Rhode Island","Non-Profit","Regional Director","2014-02-15","","1358","6298","naval-war-college-foundation",""
"1710","1340","4","Fluet, Huber + Hoang, PLLC","McLean, Virginia","Law Firm","Partner","2016-02-15","","1358","1713","fluet-huber-hoang-pllc",""
"1711","1340","5","Georgetown University Law Center","Washington, District of Columbia","University/Colle ge","Adjunct Professor","2006-01-16","","1358","67","georgetown-university",""
"1713","1340","7","Revocable family trust #1","Alexandria, Virginia","Trust","Trustee","2015-08-16","","1358","6299","revocable-family-trust-1_hide-44e2e6f5-6e71-41ce-87e8-5e3afca18a58",""
"1714","1340","8","PenFed Credit Union","McLean, Virginia","Corporation","Vice President for Business Development and Government/Mil itary Relations","2014-08-16","2015-11-15","1358","1714","penfed-credit-union",""
"1715","1341","1","Bachus and Brom","Birmingham, Alabama","Law Firm","Partner (Member of LLC)","2015-07-16","","1359","1726","bachus-and-brom","Formerly Bachus, Brom and Taylor."
"1716","1341","2","Alzheimer's of Central Alabama","Birmingham, Alabama","Non-Profit","Member, Board of Directors","2016-06-16","","1359","6300","alzheimer-s-of-central-alabama",""
"1717","1341","3","Bread for the World","Washington D.C.","Non-Profit","Member, Board of Directors","2010-01-16","","1359","6301","bread-for-the-world",""
"1718","1341","4","Oakstar Bank","Springfield, Missouri","Corporation","Consultant","2016-10-16","2017-03-16","1359","1610","oakstar-bank",""
"1719","1341","5","Blake Sherrod","Hoover, Alabama","Individual","Consultant","2017-01-16","2017-04-16","1359","1533","blake-sherrod",""
"1721","1342","1","Carlton Fields Jorden Burt, P.A.","Tallahassee, Florida","Law Firm","Of Counsel","2015-03-16","","1360","1732","carlton-fields-jorden-burt-p-a",""
"1722","1342","2","Florida Department of Environmental Protection","Tallahassee, Florida","State Government","General Counsel","2013-02-15","2015-03-16","1360","1733","florida-department-of-environmental-protection",""
"1723","1343","1","William Rice Marsh University","Houston, Texas","University/Colle ge","Fellow in Energy Technology and Instructor","2014-12-16","","1361","1751","william-rice-marsh-university",""
"1724","1343","2","Peak Reliability","Vancouver, Washington","Non-Profit","Director","2014-01-16","","1361","1753","peak-reliability",""
"1726","1343","4","Green Earth Greens Ecopia Farms","Campbell, California","Corporation","Technology Advisor","2014-09-16","2015-04-16","1361","1754","green-earth-greens-ecopia-farms",""
"1727","1343","5","Family Trust","Houston, Texas","Trust","Trustee","2010-04-16","","1361","6303","family-trust_hide-9cee33a7-4add-4bc9-8084-0acfabcdccef",""
"1728","1344","1","Tier Tech International, Inc","McLean, Virginia","Corporation","President","2011-01-16","","1362","1755","tier-tech-international-inc",""
"1729","1344","2","LEG INC","McLean, Virginia","Corporation","CEO","2005-08-16","","1362","1757","leg-inc",""
"1730","1344","3","Colombo Bank","Rockville, Maryland","Corporation","Board Member","2013-12-16","","1362","1758","colombo-bank",""
"1731","1344","4","UT-Battelle LLC","Oak Ridge, Tennessee","Non-Profit","Advisor","2010-09-16","","1362","1756","ut-battelle-llc",""
"1733","1344","6","National Academies of Sciences Institute of Medicine","Washington, District of Columbia","Non-Profit","Chairman, Committee on Health Threats Resilience","2011-01-16","","1362","6154","national-academies-of-sciences",""
