id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url
"785","Energy","James Richard Perry","Secretary of Energy","","","$153,800-$210,700","2017-03-03","","https://www.documentcloud.org/documents/3766841-Perry-James-Richard.html","","","","69","james-richard-perry","","","","","energy","","","","","Prior to joining the Administration as Secretary of Energy, Perry served as the 47th Governor of Texas. As Governor of the Lone Star State, Perry championed conservative principles that helped Texas become America’s economic engine. Under Perry’s leadership, Texas became a national leader for job creation, innovation, and population growth. Perry’s leadership of Texas proved that economic growth and protection of the environment can be achieved simultaneously. While adding population and more than 2.2 million jobs during his tenure, Texas also experienced major reductions in carbon dioxide, sulfur dioxide, and nitrogen oxide emissions. Despite having a rapidly growing population and one of the largest petrochemical refining industries in the world, Texas saw its air quality improve. Perry grew up the son of tenant farmers in the tiny West Texas community of Paint Creek. The younger of Ray and Amelia Perry’s two children, he was active in scouting and earned distinction as an Eagle Scout. He was one of the first in his family to go to college, earning a degree in Animal Science from Texas A&M University, where he was also a member of the Corps of Cadets and a Yell Leader. Between 1972 and 1977, Perry served in the U.S. Air Force flying C-130 tactical airlift aircraft in Europe and the Middle East. He is a lifetime member of both the NRA and American Legion Post #75. Prior to being elected Lieutenant Governor in 1998, he served two terms as Texas Commissioner of Agriculture and three terms in the Texas House of Representatives. Perry married his childhood sweetheart, Anita, in 1982. They have two children and two beautiful granddaughters.","Department of Education","https://energy.gov/contributors/rick-perry","","Perry","","","","",""
"795","Labor","Andrew F. Puzder","Secretary of Labor","","","","","","https://www.documentcloud.org/documents/3766815-Puzder-Andrew-F.html","","","","14","andrew-f-puzder","","","","","labor","","","","","","","","","Puzder","","true","","",""
"791","Homeland Security","William Brockmann Long","Administrator of the Federal Emergency Management Agency","","","","","","https://www.documentcloud.org/documents/3766835-Long-William-B.html","","","","62","william-brockmann-long","","","","","homeland-security","","","","","","","","","Long","","","","",""
"794","Justice","Jefferson B. Sessions","Attorney General","","","","","","https://www.documentcloud.org/documents/3766818-Sessions-Jefferson-B.html","","","","29","jefferson-b-sessions","","","","","justice","","","","","","","","","Sessions","","","","",""
"792","Housing and Urban Development","Benjamin S. Carson","Secretary of Housing and Urban Development","","","","","","https://www.documentcloud.org/documents/4387917-Benjamin-S-Carson-Financial-Disclosure.html","","","","75","benjamin-s-carson","","","","","housing-and-urban-development","","","","","","","","","Carson","","","","",""
"799","Office of the Vice President","Pamela Hughes Patenaude","Deputy Assistant to the Vice President and Director of Scheduling","","","","","","https://www.documentcloud.org/documents/3766839-Patenaude-Pamela-H.html","","","","57","pamela-hughes-patenaude","","","","","office-of-the-vice-president","","","","","","","","","Patenaude","","","","",""
"800","Office of the Vice President","Michael R. Pence","Vice President of the United States","","","","2017-01-20","","https://www.documentcloud.org/documents/3766852-Pence-Michael-R.html","","","","57","michael-r-pence","","","","","office-of-the-vice-president","","","","","","","","","Pence","","","","",""
"789","Homeland Security","Claire M. Grady","Under Secretary for Management at the Department of Homeland Security","","","","","","https://www.documentcloud.org/documents/3766853-Grady-Claire-M.html","","","","62","claire-m-grady","","","","","homeland-security","","","","","","","","","Grady","","","","",""
"803","Treasury","Steven T. Mnuchin","Secretary of the Treasury","","","","2017-02-13","","https://www.documentcloud.org/documents/3766837-Mnuchin-Steven-T.html","","","","64","steven-t-mnuchin","","","","","treasury","","","","","","","","","Mnuchin","","","","",""
"797","Office of the Director of National Intelligence","Daniel Ray Coats","Director of the Office of the Director of National Intelligence","","","","","","https://www.documentcloud.org/documents/3766827-Coats-Daniel-R.html","","","","65","daniel-ray-coats","","","","","office-of-the-director-of-national-intelligence","","","","","","","","","Coats","","","","",""
"798","Office of the Director of National Intelligence","Susan Monroe Gordon","Principal Deputy Director","","","","","","https://www.documentcloud.org/documents/3897329-Gordon-Susan-M.html","","","","65","susan-monroe-gordon","","","","","office-of-the-director-of-national-intelligence","false","","","","","","","","Gordon","","","","",""
"793","Interior","Ryan C. Nichols","Advisor","Special Assistant to the Secretary","","$94,796","2017-02-05","","https://www.documentcloud.org/documents/3897342-Nichols-Ryan.html","","","","33","ryan-c-nichols","","","","","interior","","","","","","","","","Nichols","","","","","https://www.documentcloud.org/documents/4873368-Ryan-C-Nichols-Resume.html"
"801","Transportation","Elaine L. Chao","Secretary of Transportation","","","","2017-01-31","","https://www.documentcloud.org/documents/3766826-Chao-Elaine-L.html","","","","32","elaine-l-chao","","","","","transportation","","","","","","","","","Chao","","","","",""
"790","White House Office","John Francis Kelly","Chief of Staff","","","","","","https://www.documentcloud.org/documents/3766833-Kelly-John-F.html","https://www.documentcloud.org/documents/3860605-Kelly-John-F-Waiver.html","","","36","john-francis-kelly","","","","","white-house-office","false","","","","","","","","Kelly","","","","",""
"796","Management and Budget","John Michael \"Mick\" Mulvaney","Director, Office of Management and Budget; Acting Director, Consumer Financial Protection Bureau","","","EX","","","https://www.documentcloud.org/documents/3766838-Mulvaney-John-M.html","","","","52","john-michael-mick-mulvaney","","","","","management-and-budget","","","","","","","","","Mulvaney","","","","",""
"2999","Housing and Urban Development","David C. Chow","Chief Information Officer","","","$179,700","2018-08-20","","","","","","75","david-c-chow","","","","","housing-and-urban-development","","","","","David brings a deep well of IT experience in the Federal government including leadership positions at the National Credit Union Administration, the Federal Deposit Insurance Corporation, and the Federal Highway Administration. During this time, he has played a critical role in IT modernization and solution delivery efforts at the agencies he worked. Fluent in data management, cloud deployment, grant/financial management systems, David is experienced in IT operations, information security policy, and capital planning and organizational enhancement.

As HUD’s CIO, David will oversee a comprehensive technology modernization effort to move beyond some of the Department’s obsolete mainframe technology and into the cloud. In addition, David and his team will continue working with GSA’s Center of Excellence to consolidate HUD’s business applications, with a particular focus on streamlining the Department’s grants process. “I would characterize my leadership style as collaborative, working closely with stakeholders to bring about needed changes.”

As an undergraduate at California Polytechnic University, David earned a degree in chemistry but quickly learned he liked working with people too much to spend his life in a lab. Later, he earned an MBA degree at George Mason University and became a certified Federal Chief","CIO.Gov","https://www.cio.gov/about/members-and-leadership/chow-david/","","Chow","","","","",""
