id,slug,agency_slug,position_title_1,position_title_2,position_title_3,staffer_id,start_date,end_date,agency_id,grade_level,linkedin_url,organization_name,organization_type,position_held,from_date,to_date,organization_slug
1081,jamie-mccourt,state,"Ambassador, Belgium","Ambassador, France & Monaco",,1618,2017-11-02,,4,,,University of Southern California Thornton School of Music,University/Colle ge,Member - Board of Councilors,2014-05-16,2017-03-16,university-of-southern-california-thornton-school-of-music
1082,diana-furchtgott-roth,transportation,Assistant Secretary for Research and Technology,,,1619,,,52,,,Manhattan Institute for Policy Research,Non-Profit,"Senior Fellow and Director, E21",2011-09-16,,manhattan-institute
1083,diana-furchtgott-roth,transportation,Assistant Secretary for Research and Technology,,,1619,,,52,,,Dow Jones,Corporation,Columnist,2012-07-16,,dow-jones-company
1084,diana-furchtgott-roth,transportation,Assistant Secretary for Research and Technology,,,1619,,,52,,,George Washington University,University/Colle ge,Adjunct Professor,2016-08-16,,george-washington-university
1085,diana-furchtgott-roth,transportation,Assistant Secretary for Research and Technology,,,1619,,,52,,,Tax Analysts,Non-Profit,Columnist,2010-01-16,2017-04-16,tax-analysts
1087,diana-furchtgott-roth,transportation,Assistant Secretary for Research and Technology,,,1619,,,52,,,In Shifra's Arms,Non-Profit,Chairman of the Board,2009-09-16,,in-shifra-s-arms
1088,diana-furchtgott-roth,transportation,Assistant Secretary for Research and Technology,,,1619,,,52,,,Diana Elizabeth Furchtgott-Roth Revocable Trust,Trust,Trustee,2012-11-15,,diana-elizabeth-furchtgott-roth-revocable-trust
1089,john-r-bass,state,"Ambassador, Afghanistan",,,1621,2017-09-28,,4,,,Family Revocable Trust #1,Trust,Trustee,2006-08-16,,family-revocable-trust-1_hide-9811eb7c-f032-494f-8d40-12f41ac8df91
1091,gregory-doud,u-s-trade-representative,Chief Agricultural Negotiator,,,1622,,,17,,,Commodity Markets Council,Non-Profit,President,2013-05-16,,commodity-markets-council
1092,gregory-doud,u-s-trade-representative,Chief Agricultural Negotiator,,,1622,,,17,,,Doud family farm (farm and pasture land),,sole proprietor,1998-05-16,,doud-family-farm-farm-and-pasture-land
1093,jackie-wolcott,state,U.S. Representative to the Vienna Office of the United Nations and Representative to the International Atomic Energy Agency,,,1624,,,4,,,United Against Nuclear Iran,Non-Profit,Independent Consultant,2017-04-16,,united-against-nuclear-iran
1095,carlos-trujillo,state,Permanent Representative of the United States to the Organization of American States,"Public Delegate, U.S. Representative to the U.N. General Assembly",,1625,,,4,,,"Carlos Trujillo, PA",Law Firm,President,2011-02-15,,carlos-trujillo-pa
1096,carlos-trujillo,state,Permanent Representative of the United States to the Organization of American States,"Public Delegate, U.S. Representative to the U.N. General Assembly",,1625,,,4,,,"State of Florida, State Representative",Elected Official,State Representative,2010-11-15,,state-of-florida-state-representative
1097,carlos-trujillo,state,Permanent Representative of the United States to the Organization of American States,"Public Delegate, U.S. Representative to the U.N. General Assembly",,1625,,,4,,,"Trujillo, Vargas, Gonzalez and Hevia, LLP",Law Firm,Managing Member,2011-06-16,,trujillo-vargas-gonzalez-and-hevia-llp
1098,carlos-trujillo,state,Permanent Representative of the United States to the Organization of American States,"Public Delegate, U.S. Representative to the U.N. General Assembly",,1625,,,4,,,Carbella LLC,Dormant Real Estate holding company (no assets),Managing Member,2015-01-16,,carbella-llc
1099,kelly-eckels-currie,state,Representative to the Economic and Social Council of the United Nations,,,1629,2017-08-03,,4,,,Project 2049 Institute,Non-Profit,Senior Fellow,2009-02-15,,project-2049-institute
1100,kelly-eckels-currie,state,Representative to the Economic and Social Council of the United Nations,,,1629,2017-08-03,,4,,,The Cleveland Park Club,Non-Profit,Board of Governors,2013-02-15,2017-02-15,the-cleveland-park-club
1102,kelly-eckels-currie,state,Representative to the Economic and Social Council of the United Nations,,,1629,2017-08-03,,4,,,Dependent Trust #1,Trust,Trustee,2016-07-16,,dependent-trust-1
1104,kelly-eckels-currie,state,Representative to the Economic and Social Council of the United Nations,,,1629,2017-08-03,,4,,,US Institute of Peace,Non-Profit,Reviewer,2017-02-15,2017-03-16,us-institute-of-peace
1105,jay-patrick-murray,state,Alternate Representative to the United Nations for Special Political Affairs,,,1630,,,4,,,Animal Welfare League of Alexandria,Non-Profit,Board of Directors,2011-10-16,2015-03-16,animal-welfare-league-of-alexandria
1106,jay-patrick-murray,state,Alternate Representative to the United Nations for Special Political Affairs,,,1630,,,4,,,Agenda Alexandria,Non-Profit,Board of Directors,2015-07-16,2016-07-16,agenda-alexandria
1107,jay-patrick-murray,state,Alternate Representative to the United Nations for Special Political Affairs,,,1630,,,4,,,"Third Wave Communications, LLC",LLC,Author/Comme ntator,2014-07-16,,third-wave-communications-llc
1108,jason-klitenic,office-of-the-director-of-national-intelligence,General Counsel,,,1632,,,68,,https://www.linkedin.com/in/jason-klitenic-ab464114/,Holland & Knight LLP,Law Firm,Partner,2010-03-16,,holland-knight-llp
1109,jason-klitenic,office-of-the-director-of-national-intelligence,General Counsel,,,1632,,,68,,https://www.linkedin.com/in/jason-klitenic-ab464114/,"Trump for America, Inc.",Presidential Transition Team,Served on part- time unpaid basis as member of Presidential Transition Team,2016-09-16,2017-01-16,trump-for-america-inc
1110,david-steele-bohigian,overseas-private-investment-corporation,Executive Vice President,,,1633,2017-08-03,,65,,,Pluribus Ventures LLC,Corporation,Managing Director,2013-01-16,2017-01-16,pluribus-ventures-llc
1111,david-steele-bohigian,overseas-private-investment-corporation,Executive Vice President,,,1633,2017-08-03,,65,,,Build.org,Non-Profit,Board of Directors,2014-10-16,2016-06-16,build-org
1112,david-steele-bohigian,overseas-private-investment-corporation,Executive Vice President,,,1633,2017-08-03,,65,,,"American Research Capital, LLC",Corporation,Advisor,2015-09-16,2017-01-16,american-research-capital-llc
1113,david-steele-bohigian,overseas-private-investment-corporation,Executive Vice President,,,1633,2017-08-03,,65,,,Volunteer Presidential Transition Team Member,Non-Profit,Volunteer - Commerce Dept Landing Team,2016-10-16,2017-01-16,trump-for-america-inc
1114,john-edward-dupuy,personnel-management,Inspector General,,,1634,,,6,,,Woodhirst Homeowners Association,Non-Profit,Board member,2008-05-16,,woodhirst-homeowners-association
1115,leandro-rizzuto,state,"Ambassador, Barbados, St. Kitts, Nevis & Saint Lucia",,,1635,,,4,,,Jasmine Group LLC,LLC Real Estate Holding Company,Member,2015-01-16,,jasmine-group-llc
1116,leandro-rizzuto,state,"Ambassador, Barbados, St. Kitts, Nevis & Saint Lucia",,,1635,,,4,,,Techno Development LLC,LLC Real Estate Holding Company,Member,2004-04-16,,techno-development-llc
1117,leandro-rizzuto,state,"Ambassador, Barbados, St. Kitts, Nevis & Saint Lucia",,,1635,,,4,,,North American Beauty Events,Trade Show Organization,Board Member,2005-08-16,2017-07-16,north-american-beauty-events
2274,david-w-schnare,environmental-protection-agency,Senior Advisor,,,1162,2017-01-21,2017-03-18,67,"$179,700",,"TorcastleLaw, LLC",Solo Legal Practice,Attorney,2016-08-16,,torcastlelaw-llc
1119,leandro-rizzuto,state,"Ambassador, Barbados, St. Kitts, Nevis & Saint Lucia",,,1635,,,4,,,Family Trust #1,Trust,Trustee,2009-11-15,,family-trust-1_hide-e49f00e5-4f31-4b1c-947d-00c3925037d5
1120,leandro-rizzuto,state,"Ambassador, Barbados, St. Kitts, Nevis & Saint Lucia",,,1635,,,4,,,"UNICO National, Stamford Chapter",Non-Profit,President,2011-12-16,2015-12-16,unico-national-stamford-chapter
1122,michael-rigas,personnel-management,Deputy Director,,,1636,,,6,,,The Heritage Foundation,Non-Profit,"Deputy Director, Coalition Relations",2011-03-16,2015-04-16,the-heritage-foundation
1124,robin-bernstein,state,"Ambassador, Dominican Republic",,,1637,,,4,,,"Rizbur, Inc.",Corporation,"Vice President, Director",2002-05-16,,rizbur-inc
1125,robin-bernstein,state,"Ambassador, Dominican Republic",,,1637,,,4,,,The Fite Group,Corporation,Real Estate Broker,2012-09-16,,the-fite-group
1126,robin-bernstein,state,"Ambassador, Dominican Republic",,,1637,,,4,,,Mass Mutual Life,Corporation,Career agent and Unit Sales Manager,2011-02-15,,mass-mutual-life
1127,robin-bernstein,state,"Ambassador, Dominican Republic",,,1637,,,4,,,Lincoln Financial Services Corporation,Corporation,Registered Representative,2017-03-16,2017-06-16,lincoln-financial-services-corporation
1128,robin-bernstein,state,"Ambassador, Dominican Republic",,,1637,,,4,,,MML Investors Services,Corporation,Registered Representative,2011-06-16,2016-03-16,mml-investors-services
1129,robin-bernstein,state,"Ambassador, Dominican Republic",,,1637,,,4,,,Family Trust #1,Trust,Trustee,2009-09-16,,family-trust-1_hide-af74d2a1-358d-436d-a187-5e648659170f
1130,robin-bernstein,state,"Ambassador, Dominican Republic",,,1637,,,4,,,Family Trust #2,Trust,Co-trustee,2011-08-16,,family-trust-2_hide-2768dbcf-ba4e-4ab7-b159-8dc41fbe5668
1131,robin-bernstein,state,"Ambassador, Dominican Republic",,,1637,,,4,,,Million Women Mentors,Corporation,Special Ambassador,2017-01-16,,million-women-mentors
1132,george-nesterczuk,personnel-management,Director,,,1638,,,6,,,Nesterczuk and Associates,Sole Proprietorship,President,1986-12-16,,nesterczuk-and-associates
1133,george-nesterczuk,personnel-management,Director,,,1638,,,6,,,American Foundation for Constitutional Leadership,Non-Profit,President,1992-10-16,2015-06-16,american-foundation-for-constitutional-leadership
1134,george-nesterczuk,personnel-management,Director,,,1638,,,6,,,Westwood Forest II Homeowners Association,homeowners association,Board Secretary,2013-01-16,2015-12-16,westwood-forest-ii-homeowners-association
1135,george-nesterczuk,personnel-management,Director,,,1638,,,6,,,Leadership Institute,Non-Profit,Lecturer,2015-01-16,,the-leadership-institute
1136,george-nesterczuk,personnel-management,Director,,,1638,,,6,,,Trump for America,Presidential Transition,Landing Team member at General Services Administration,2016-12-16,2017-01-16,trump-for-america-inc
1137,george-nesterczuk,personnel-management,Director,,,1638,,,6,,,Trump for America,Presidential Transition,"member, agency action team",2016-09-16,2017-01-16,trump-for-america-inc
1139,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,Ocean Blvd LLC,LLC,Managing Partner,2016-02-15,,ocean-blvd-llc
1140,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,Lake Blvd LLC,LLC,Managing Partner,2016-02-15,,lake-blvd-llc
1141,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,IMB Holdco DBA One West Bank,Corporation,President,2010-10-16,2015-08-16,imb-holdco-dba-one-west-bank
1142,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,3495 Maplewood LLC,LLC,Co-Managing Partner,2012-06-16,,3495-maplewood-llc
1143,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,Golfers Tan,LLC,Co-Managing Partner,2015-01-16,,golfers-tan
1144,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,OneWest Bank,Corporation,CEO,2010-10-16,2015-08-16,onewest-bank
1145,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,SHGC LLC 2011,LLC,Co-Managing Partner,2016-02-15,,shgc-llc-2011
1146,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,California Chamber of Commerce,Non-Profit,"Director, Chairman of the Board",2009-03-16,,california-chamber-of-commerce
1148,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,Otting Family Revocable Trust,Trust,Trustee,2010-03-16,,otting-family-revocable-trust
1149,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,Jonathan Club,Non-Profit,Director,2013-05-16,2016-05-16,jonathan-club
1150,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,"CIT Group, Inc.",Corporation,"Co-President of the Holding Company, CEO and Director CIT Bank",2015-08-16,2015-12-16,cit-group-inc
1151,joseph-otting,treasury,Comptroller of the Currency,,,1640,2017-11-16,,28,,,SHGC LLC,LLC,Co -Managing Partner,2016-02-15,,shgc-llc
1152,melissa-sue-glynn,veterans-affairs,Assistant Secretary for Policy and Planning,,,1641,2017-11-08,,70,,,ALVAREZ & MARSAL PUBLIC SECTOR SERVICES,Corporation,MANAGING DIRECTOR,2009-03-16,2017-05-16,alvarez-marsal-public-sector-services
1153,melissa-sue-glynn,veterans-affairs,Assistant Secretary for Policy and Planning,,,1641,2017-11-08,,70,,,Now + Next Dance Mentoring Project,Non-Profit,Board Member - Treasurer,2013-09-16,,now-next-dance-mentoring-project
1154,c-j-mahoney,u-s-trade-representative,Deputy U.S. Trade Representative,,,1642,,,17,,,Williams & Connolly LLP,Law Firm,partner,2008-11-15,,williams-connolly-llp
1155,c-j-mahoney,u-s-trade-representative,Deputy U.S. Trade Representative,,,1642,,,17,,,Yale Law School,University/Colle ge,visiting lecturer,2015-01-16,,yale-law-school
1156,c-j-mahoney,u-s-trade-representative,Deputy U.S. Trade Representative,,,1642,,,17,,,Yale Law School Fund Board,University/Colle ge,board member,2017-04-16,,yale-law-school-fund-board
1158,c-j-mahoney,u-s-trade-representative,Deputy U.S. Trade Representative,,,1642,,,17,,,PRM 2016 Irrevocable Trust,Trust,trustee,2016-01-16,,prm-2016-irrevocable-trust
1159,james-byrne,veterans-affairs,General Counsel,,,1643,2017-08-03,,70,,,Lockheed Martin Corporation,Corporation,Associate General Counsel & Chief Privacy Officer,2008-08-16,,lockheed-martin
1160,james-byrne,veterans-affairs,General Counsel,,,1643,2017-08-03,,70,,,Give an Hour,Non-Profit,Executive Board Member,2008-01-16,,give-an-hour
1161,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Atlantic Health System,Non-Profit,"President, Morristown Medical Center",2010-01-16,2015-07-16,atlantic-health-system
1162,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,"Control Rad, Inc",Corporation,Board Member,2012-06-16,2015-06-16,control-rad-inc
1980,ivanka-trump,white-house-office,Assistant to the President,,,1314,2017-03-29,,14,,,TRUMP GOLF ACQUISITIONS LLC (entity set up to sign letters of intent for golf related deals),Limited Liability Company,Executive Vice President,2010-04-16,2017-01-16,trump-golf-acquisitions-llc-entity-set-up-to-sign-letters-of-intent-for-golf-related-deals
1166,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Hutchinson Biofilm Medical Solutions Ltd,Corporation,Advisory Board Member,2014-02-15,2015-06-16,hutchison-biofilm-medical-solutions-ltd
1167,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,SpectraMD,Corporation,Advisory Board Member,2012-02-15,2015-06-16,spectramd
1168,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,e-health International Group,Corporation,Advisory Board Member,2012-03-16,2015-01-16,e-health-international-group
1169,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Riverside Partners LLC,Corporation,Advisory Board Member,2012-01-16,2015-06-16,riverside-partners-llc
1170,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Open Doctor Inc,Corporation,Advisory Board Member,2009-07-16,2015-06-16,open-doctor-inc
1172,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Primary Care Partners of Atlantic Health System,Corporation,President and Board Member,2012-07-16,2015-06-16,primary-care-partners-of-atlantic-health-system
1173,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Atlantic Accountable Care Organization,Non-Profit,President and Board Member,2011-01-16,2015-06-16,atlantic-accountable-care-organization
1174,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Optimus Accountable Care Orgaization,Corporation,Board Member,2012-04-16,2015-06-16,optimus-accountable-care-orgaization
1176,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Qualcare Inc,Corporation,Board Member,2012-05-16,2015-02-15,qualcare-inc
1178,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Merle Bari MD and Associates Inc,Corporation,Vice President/Treas urer,2001-06-16,2015-06-16,merle-bari-md-and-associates-inc
1179,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Journal of Population Health Management,Journal,Editorial Board,2009-06-16,2015-06-16,journal-of-population-health-management
1180,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Journal of Healthcare Quality,Journal,Editorial Board,2010-06-16,2015-06-16,journal-of-healthcare-quality
1181,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Jefferson Medical College,University/Colle ge,Professor of Medicine,2014-06-16,2015-06-16,jefferson-medical-college
1183,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,"Health, Education, and Research Trust",Non-Profit,Senior Fellow,2009-07-16,2015-06-16,health-education-and-research-trust
1184,david-shulkin,veterans-affairs,Secretary,,,1644,2017-02-13,2018-03-28,70,,,Institute of Population Health,Non-Profit,Faculty member,2013-12-16,2015-06-16,institute-of-population-health
